10100,ป้อมปราบ,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
10100,จักรวรรดิ์,สัมพันธวงศ์,กรุงเทพมหานคร
10100,สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร
10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
10100,คลองมหานาค,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
10100,วัดโสมนัส,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
10100,ตลาดน้อย,สัมพันธวงศ์,กรุงเทพมหานคร
10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
10110,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร
10110,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร
10110,พระโขนง,คลองเตย,กรุงเทพมหานคร
10110,คลองเตย,คลองเตย,กรุงเทพมหานคร
10110,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร
10110,คลองตัน,คลองเตย,กรุงเทพมหานคร
10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร
10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร
10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร
10120,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร
10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร
10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร
10120,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร
10120,ยานนาวา,สาทร,กรุงเทพมหานคร
10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร
10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร
10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร
10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร
10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร
10150,บางบอน,บางบอน,กรุงเทพมหานคร
10150,จอมทอง,จอมทอง,กรุงเทพมหานคร
10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร
10150,บางค้อ,จอมทอง,กรุงเทพมหานคร
10150,บางมด,จอมทอง,กรุงเทพมหานคร
10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร
10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร
10160,หนองแขม,หนองแขม,กรุงเทพมหานคร
10160,คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร
10160,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร
10160,หลักสอง,บางแค,กรุงเทพมหานคร
10160,บางไผ่,บางแค,กรุงเทพมหานคร
10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร
10160,บางจาก,ภาษีเจริญ,กรุงเทพมหานคร
10160,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร
10160,คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร
10160,บางแค,บางแค,กรุงเทพมหานคร
10160,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร
10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร
10170,บางพรม,ตลิ่งชัน,กรุงเทพมหานคร
10170,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร
10170,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร
10170,ทวีวัฒนา,ทวีวัฒนา,กรุงเทพมหานคร
10170,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร
10170,คลองชักพระ,ตลิ่งชัน,กรุงเทพมหานคร
10170,บางระมาด,ตลิ่งชัน,กรุงเทพมหานคร
10170,บางเชือกหนัง,ตลิ่งชัน,กรุงเทพมหานคร
10200,สำราญราษฎร์,พระนคร,กรุงเทพมหานคร
10200,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร
10200,บวรนิเวศ,พระนคร,กรุงเทพมหานคร
10200,บางขุนพรหม,พระนคร,กรุงเทพมหานคร
10200,ชนะสงคราม,พระนคร,กรุงเทพมหานคร
10200,ตลาดยอด,พระนคร,กรุงเทพมหานคร
10200,บ้านพานถม,พระนคร,กรุงเทพมหานคร
10200,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร
10200,ศาลเจ้าพ่อเสือ,พระนคร,กรุงเทพมหานคร
10200,พระบรมมหาราชวัง,พระนคร,กรุงเทพมหานคร
10200,วัดสามพระยา,พระนคร,กรุงเทพมหานคร
10200,เสาชิงช้า,พระนคร,กรุงเทพมหานคร
10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร
10210,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร
10210,สีกัน,ดอนเมือง,กรุงเทพมหานคร
10220,ออเงิน,สายไหม,กรุงเทพมหานคร
10220,สายไหม,สายไหม,กรุงเทพมหานคร
10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร
10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร
10220,คลองถนน,สายไหม,กรุงเทพมหานคร
10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร
10230,จรเข้บัว,ลาดพร้าว,กรุงเทพมหานคร
10230,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร
10230,คันนายาว,คันนายาว,กรุงเทพมหานคร
10230,ท่าเเร้ง,บางเขน,กรุงเทพมหานคร
10240,สะพานสูง,สะพานสูง,กรุงเทพมหานคร
10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร
10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร
10250,ประเวศ,ประเวศ,กรุงเทพมหานคร
10250,หนองบอน,ประเวศ,กรุงเทพมหานคร
10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร
10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร
10260,บางจาก,พระโขนง,กรุงเทพมหานคร
10260,บางนา,บางนา,กรุงเทพมหานคร
10300,สี่แยกมหานาค,ดุสิต,กรุงเทพมหานคร
10300,ดุสิต,ดุสิต,กรุงเทพมหานคร
10300,วชิรพยาบาล,ดุสิต,กรุงเทพมหานคร
10300,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร
10300,สวนจิตรลดา,ดุสิต,กรุงเทพมหานคร
10310,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร
10310,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร
10310,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร
10310,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร
10330,วังใหม่,ปทุมวัน,กรุงเทพมหานคร
10330,รองเมือง,ปทุมวัน,กรุงเทพมหานคร
10330,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร
10330,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร
10400,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร
10400,ดินแดง,ดินแดง,กรุงเทพมหานคร
10400,ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร
10400,มักกะสัน,ราชเทวี,กรุงเทพมหานคร
10400,สามเสนใน,พญาไท,กรุงเทพมหานคร
10400,ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร
10500,สี่พระยา,บางรัก,กรุงเทพมหานคร
10500,มหาพฤฒาราม,บางรัก,กรุงเทพมหานคร
10500,บางรัก,บางรัก,กรุงเทพมหานคร
10500,สุริยวงศ์,บางรัก,กรุงเทพมหานคร
10500,สีลม,บางรัก,กรุงเทพมหานคร
